"","ONTOLOGY","TERM","N","DE","P.DE","FDR"
"GO:0061837","BP","neuropeptide processing",1,1,0.960356830166838,1
"GO:0061842","BP","microtubule organizing center localization",33,29,0.989203685612137,1
"GO:0061844","BP","antimicrobial humoral immune response mediated by antimicrobial peptide",119,118,0.0226505968534895,0.657675190012813
"GO:0061845","CC","neuron projection branch point",1,1,0.960457716839501,1
"GO:0061846","CC","dendritic spine cytoplasm",1,1,0.960457716839501,1
"GO:0061847","BP","response to cholecystokinin",2,2,0.9131333055956,1
"GO:0061849","MF","telomeric G-quadruplex DNA binding",2,2,0.919951258952384,1
"GO:0061850","CC","growth cone leading edge",1,1,0.955882748780036,1
"GO:0061851","CC","leading edge of lamellipodium",3,3,0.882841739686516,1
"GO:0061852","CC","retrograde transporter complex, Golgi to ER",2,2,0.915920384786452,1
"GO:0061853","BP","regulation of neuroblast migration",1,1,0.960404354718432,1
"GO:0061855","BP","negative regulation of neuroblast migration",1,1,0.960404354718432,1
"GO:0061857","BP","endoplasmic reticulum stress-induced pre-emptive quality control",2,2,0.922114291902177,1
"GO:0061860","MF","DNA clamp unloader activity",2,1,0.99822705006341,1
"GO:0061863","MF","microtubule plus end polymerase",1,1,0.95972353496861,1
"GO:0061864","BP","basement membrane constituent secretion",1,1,0.960453468230133,1
"GO:0061865","BP","polarized secretion of basement membrane proteins in epithelium",1,1,0.960453468230133,1
"GO:0061868","BP","hepatic stellate cell migration",2,2,0.917179044894991,1
"GO:0061869","BP","regulation of hepatic stellate cell migration",2,2,0.917179044894991,1
"GO:0061870","BP","positive regulation of hepatic stellate cell migration",2,2,0.917179044894991,1
"GO:0061872","BP","hepatic stellate cell contraction",1,1,0.954749119690508,1
"GO:0061873","BP","regulation of hepatic stellate cell contraction",1,1,0.954749119690508,1
"GO:0061874","BP","positive regulation of hepatic stellate cell contraction",1,1,0.954749119690508,1
"GO:0061880","BP","regulation of anterograde axonal transport of mitochondrion",1,1,0.958238493388613,1
"GO:0061881","BP","positive regulation of anterograde axonal transport of mitochondrion",1,1,0.958238493388613,1
"GO:0061884","BP","regulation of mini excitatory postsynaptic potential",2,2,0.908277002778577,1
"GO:0061885","BP","positive regulation of mini excitatory postsynaptic potential",1,1,0.95513718984259,1
"GO:0061886","BP","negative regulation of mini excitatory postsynaptic potential",1,1,0.950837770895012,1
"GO:0061888","BP","regulation of astrocyte activation",8,8,0.696416623108672,1
"GO:0061889","BP","negative regulation of astrocyte activation",5,5,0.796096884778317,1
"GO:0061890","BP","positive regulation of astrocyte activation",2,2,0.916851979400142,1
"GO:0061891","MF","calcium ion sensor activity",21,21,0.402552283137634,1
"GO:0061896","MF","all-trans retinol 3,4-desaturase activity",1,1,0.9591510451313,1
"GO:0061897","MF","all-trans retinal 3,4-desaturase activity",1,1,0.9591510451313,1
"GO:0061898","MF","all-trans retinoic acid 3,4-desaturase activity",1,1,0.9591510451313,1
"GO:0061899","MF","11-cis-retinal 3,4-desaturase activity",1,1,0.9591510451313,1
"GO:0061900","BP","glial cell activation",56,56,0.0837972944690287,1
"GO:0061906","BP","autophagosome localization",1,1,0.960392433108237,1
"GO:0061908","CC","phagophore",3,3,0.884628581994251,1
"GO:0061909","BP","autophagosome-lysosome fusion",16,15,0.856659155461264,1
"GO:0061910","BP","autophagosome-endosome fusion",1,1,0.960342711621463,1
"GO:0061913","BP","positive regulation of growth plate cartilage chondrocyte proliferation",1,1,0.959572074993313,1
"GO:0061919","BP","process utilizing autophagic mechanism",588,563,0.574823059469082,1
"GO:0061920","MF","protein propionyltransferase activity",2,2,0.921885577334956,1
"GO:0061921","BP","peptidyl-lysine propionylation",1,1,0.96042610261515,1
"GO:0061928","MF","glutathione specific gamma-glutamylcyclotransferase activity",2,2,0.915826542369135,1
"GO:0061929","MF","gamma-glutamylaminecyclotransferase activity",1,1,0.960289886975667,1
"GO:0061930","BP","regulation of erythrocyte enucleation",1,1,0.958531410409811,1
"GO:0061931","BP","positive regulation of erythrocyte enucleation",1,1,0.958531410409811,1
"GO:0061938","BP","protein localization to somatodendritic compartment",1,1,0.955042065876162,1
"GO:0061939","BP","c-di-GMP signaling",2,2,0.91985707655566,1
"GO:0061944","BP","negative regulation of protein K48-linked ubiquitination",2,1,0.998115007059756,1
"GO:0061945","BP","regulation of protein K48-linked ubiquitination",6,5,0.976462800363866,1
"GO:0061951","BP","establishment of protein localization to plasma membrane",68,66,0.448654974677485,1
"GO:0061952","BP","midbody abscission",23,21,0.9287334820714,1
"GO:0061953","MF","mRNA (adenine-N1-)-methyltransferase activity",2,2,0.921005901280008,1
"GO:0061956","BP","penetration of cumulus oophorus",1,1,0.954901649922515,1
"GO:0061966","BP","establishment of left/right asymmetry",8,7,0.953843240393139,1
"GO:0061973","BP","membrane bone morphogenesis",1,1,0.95849170650028,1
"GO:0061974","BP","perichondral bone morphogenesis",1,1,0.95849170650028,1
"GO:0061975","BP","articular cartilage development",5,5,0.788802404959607,1
"GO:0061980","MF","regulatory RNA binding",52,51,0.354618598788159,1
"GO:0061982","BP","meiosis I cell cycle process",140,137,0.148618306421279,1
"GO:0061983","BP","meiosis II cell cycle process",2,1,0.998054691830183,1
"GO:0061999","BP","regulation of cardiac endothelial to mesenchymal transition",2,2,0.913048866813174,1
"GO:0062000","BP","positive regulation of cardiac endothelial to mesenchymal transition",2,2,0.913048866813174,1
"GO:0062009","BP","secondary palate development",27,27,0.323559538110489,1
"GO:0062012","BP","regulation of small molecule metabolic process",342,334,0.0428889354573019,1
"GO:0062013","BP","positive regulation of small molecule metabolic process",159,156,0.0938483467038916,1
"GO:0062014","BP","negative regulation of small molecule metabolic process",126,123,0.197432932293194,1
"GO:0062025","BP","regulation of SCF-dependent proteasomal ubiquitin-dependent protein catabolic process",3,3,0.878309600921659,1
"GO:0062026","BP","negative regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process",2,2,0.914546327171451,1
"GO:0062027","BP","positive regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process",1,1,0.960250553192451,1
"GO:0062028","BP","regulation of stress granule assembly",11,11,0.624364506027546,1
"GO:0062029","BP","positive regulation of stress granule assembly",7,7,0.74571602621901,1
"GO:0062030","BP","negative regulation of stress granule assembly",2,2,0.91214922151942,1
"GO:0062033","BP","positive regulation of mitotic sister chromatid segregation",9,7,0.994787785552456,1
"GO:0062035","BP","sensory perception of cold stimulus",1,1,0.960355041797493,1
"GO:0062036","BP","sensory perception of hot stimulus",1,1,0.956070284862136,1
"GO:0062037","MF","D-loop DNA binding",5,5,0.806246729167568,1
"GO:0062042","BP","regulation of cardiac epithelial to mesenchymal transition",12,12,0.585139692516187,1
"GO:0062043","BP","positive regulation of cardiac epithelial to mesenchymal transition",9,9,0.686429895644454,1
"GO:0062044","BP","negative regulation of cardiac epithelial to mesenchymal transition",4,4,0.815938550463282,1
"GO:0062050","MF","GPI-mannose ethanolamine phosphate phosphodiesterase activity",1,1,0.958952464311913,1
"GO:0062054","MF","fluoride channel activity",1,1,0.960229385765853,1
"GO:0062061","MF","TAP complex binding",2,2,0.916585576025651,1
"GO:0062062","MF","oligosaccharyltransferase complex binding",1,0,1,1
"GO:0062063","MF","BBSome binding",2,2,0.916305042521951,1
"GO:0062064","MF","box C/D methylation guide snoRNP complex binding",1,1,0.9559635335459,1
"GO:0062069","MF","GARP complex binding",1,0,1,1
"GO:0062072","MF","histone H3K9me2/3 reader activity",14,13,0.884878258646116,1
"GO:0062073","CC","histone mRNA stem-loop binding complex",2,2,0.912340471726459,1
"GO:0062076","MF","acyl-CoA (8-3)-desaturase activity",1,1,0.95898205970278,1
"GO:0062078","MF","TSC1-TSC2 complex binding",3,3,0.868707802445197,1
"GO:0062080","MF","inhibitory MHC class Ib receptor activity",2,2,0.911796754499105,1
"GO:0062081","MF","activating MHC class Ib receptor activity",1,1,0.943406377410006,1
"GO:0062082","MF","HLA-E specific inhibitory MHC class Ib receptor activity",2,2,0.911796754499105,1
"GO:0062094","BP","stomach development",6,6,0.776924831895809,1
"GO:0062098","BP","regulation of programmed necrotic cell death",37,34,0.92557732997807,1
"GO:0062099","BP","negative regulation of programmed necrotic cell death",22,20,0.931944739259788,1
"GO:0062100","BP","positive regulation of programmed necrotic cell death",10,9,0.929739857215873,1
"GO:0062101","MF","peptidyl-aspartic acid 3-dioxygenase activity",2,2,0.919831544960042,1
"GO:0062104","MF","pumilio-response element binding",1,1,0.960091638648303,1
"GO:0062105","MF","RNA 2'-O-methyltransferase activity",9,9,0.674007566601823,1
"GO:0062111","BP","zinc ion import into organelle",11,10,0.925583841117017,1
"GO:0062112","BP","fatty acid primary amide biosynthetic process",1,1,0.960336947501612,1
"GO:0062124","MF","4-hydroxybutyrate receptor activity",1,1,0.957610174335299,1
"GO:0062125","BP","regulation of mitochondrial gene expression",33,28,0.997586057983862,1
"GO:0062126","BP","fatty acid primary amide metabolic process",1,1,0.960336947501612,1
"GO:0062149","BP","detection of stimulus involved in sensory perception of pain",29,29,0.294180712506821,1
"GO:0062151","CC","catalase complex",1,1,0.959311121339159,1
"GO:0062152","MF","mRNA (cytidine-5-)-methyltransferase activity",2,2,0.91563409787232,1
"GO:0062153","MF","C5-methylcytidine-containing RNA reader activity",4,4,0.84252619844936,1
"GO:0062154","MF","N6-methyl-AMP deaminase activity",1,1,0.956921598446121,1
"GO:0062156","MF","mitochondrial ATP-gated potassium channel activity",1,1,0.957611393282515,1
"GO:0062157","CC","mitochondrial ATP-gated potassium channel complex",2,2,0.919506066246298,1
"GO:0062158","MF","chloride:proton antiporter activity",2,2,0.921630696698552,1
"GO:0062167","CC","complement component C1q complex",3,3,0.873335230811689,1
"GO:0062170","BP","lutein metabolic process",1,1,0.958179421936688,1
"GO:0062172","BP","lutein catabolic process",1,1,0.958179421936688,1
"GO:0062173","BP","brexanolone metabolic process",1,1,0.953899719460315,1
"GO:0062175","BP","brexanolone catabolic process",1,1,0.953899719460315,1
"GO:0062176","BP","R-loop processing",9,8,0.94818578722512,1
"GO:0062177","BP","radial spoke assembly",3,3,0.876785404528665,1
"GO:0062179","MF","vitamin D 23-hydroxylase activity",2,2,0.905057238144378,1
"GO:0062180","MF","25-hydroxycholecalciferol-23-hydroxylase activity",1,1,0.958467233390396,1
"GO:0062181","MF","1-alpha,25-dihydroxyvitamin D3 23-hydroxylase activity",2,2,0.905057238144378,1
"GO:0062182","MF","all-trans retinoic acid 4-hydrolase activity",1,1,0.958467766416227,1
"GO:0062183","MF","all-trans retinoic acid 18-hydroxylase activity",3,3,0.86731378403224,1
"GO:0062184","MF","testosterone 16-beta-hydroxylase activity",2,1,0.997954153894745,1
"GO:0062185","MF","secalciferol 1-monooxygenase activity",1,1,0.954006587030535,1
"GO:0062186","MF","anandamide epoxidase activity",4,4,0.818644440678818,1
"GO:0062187","MF","anandamide 8,9 epoxidase activity",3,3,0.851645022164281,1
"GO:0062188","MF","anandamide 11,12 epoxidase activity",3,3,0.851645022164281,1
"GO:0062189","MF","anandamide 14,15 epoxidase activity",4,4,0.818644440678818,1
"GO:0062196","BP","regulation of lysosome size",9,9,0.671799730650063,1
"GO:0062197","BP","cellular response to chemical stress",322,313,0.124952939940856,1
"GO:0062207","BP","regulation of pattern recognition receptor signaling pathway",191,184,0.420703623313235,1
"GO:0062208","BP","positive regulation of pattern recognition receptor signaling pathway",82,80,0.320311563711563,1
"GO:0062213","MF","peroxynitrite isomerase activity",1,1,0.960258925507415,1
"GO:0062232","BP","prostanoid catabolic process",3,3,0.883366745147155,1
"GO:0062234","BP","platelet activating factor catabolic process",1,1,0.95734530257948,1
"GO:0062237","BP","protein localization to postsynapse",52,52,0.111774644702067,1
"GO:0065001","BP","specification of axis polarity",3,3,0.883000884107476,1
"GO:0065002","BP","intracellular protein transmembrane transport",30,28,0.870454457990244,1
"GO:0065003","BP","protein-containing complex assembly",1599,1533,0.429641293234955,1
"GO:0065004","BP","protein-DNA complex assembly",206,194,0.889351032601845,1
"GO:0065005","BP","protein-lipid complex assembly",30,30,0.271942998403561,1
"GO:0065007","BP","biological regulation",11755,11388,1.58993453984891e-18,3.88297346509767e-15
"GO:0065008","BP","regulation of biological quality",2992,2913,2.64538651674168e-07,7.0909262973149e-05
"GO:0065009","BP","regulation of molecular function",869,844,0.0227409328268921,0.658916575990523
"GO:0065010","CC","extracellular membrane-bounded organelle",2156,2064,0.474106539850047,1
"GO:0070001","MF","aspartic-type peptidase activity",25,24,0.699722909337953,1
"GO:0070002","MF","glutamic-type peptidase activity",1,1,0.95371353543607,1
"GO:0070003","MF","threonine-type peptidase activity",16,16,0.495645038447352,1
"GO:0070004","MF","cysteine-type exopeptidase activity",9,7,0.994962777491796,1
"GO:0070005","MF","cysteine-type aminopeptidase activity",2,2,0.916501347732358,1
"GO:0070006","MF","metalloaminopeptidase activity",25,24,0.714147241564153,1
"GO:0070008","MF","serine-type exopeptidase activity",12,11,0.910981596332995,1
"GO:0070009","MF","serine-type aminopeptidase activity",1,1,0.954830769446196,1
"GO:0070012","MF","oligopeptidase activity",2,2,0.918498618457536,1
"GO:0070013","CC","intracellular organelle lumen",5957,5619,0.999999996767537,1
"GO:0070016","MF","armadillo repeat domain binding",8,8,0.716309490783286,1
"GO:0070021","CC","transforming growth factor beta ligand-receptor complex",3,3,0.863398593103607,1
"GO:0070025","MF","carbon monoxide binding",1,1,0.959935015271444,1
"GO:0070026","MF","nitric oxide binding",3,3,0.874180763437638,1
"GO:0070032","CC","synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex",4,4,0.839622700704518,1
"GO:0070033","CC","synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex",3,3,0.878165569391676,1
"GO:0070034","MF","telomerase RNA binding",21,19,0.945697334427436,1
"GO:0070037","MF","rRNA (pseudouridine) methyltransferase activity",1,1,0.959929163969779,1
"GO:0070039","MF","rRNA (guanosine-2'-O-)-methyltransferase activity",2,2,0.920316414322326,1
"GO:0070042","MF","rRNA (uridine-N3-)-methyltransferase activity",2,2,0.920009882861186,1
"GO:0070044","CC","synaptobrevin 2-SNAP-25-syntaxin-1a complex",4,4,0.840503459465587,1
"GO:0070050","BP","neuron cellular homeostasis",60,59,0.277319974344077,1
"GO:0070051","MF","fibrinogen binding",7,7,0.742051619094256,1
"GO:0070052","MF","collagen V binding",3,3,0.874520675792321,1
"GO:0070053","MF","thrombospondin receptor activity",4,4,0.846669515168855,1
"GO:0070054","BP","mRNA splicing, via endonucleolytic cleavage and ligation",1,1,0.959765667034881,1
"GO:0070059","BP","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress",63,63,0.0683097105452159,1
"GO:0070060","BP","'de novo' actin filament nucleation",1,1,0.959746902471863,1
"GO:0070061","MF","fructose binding",7,7,0.733964358637233,1
"GO:0070062","CC","extracellular exosome",2069,1987,0.233007739115035,1
"GO:0070063","MF","RNA polymerase binding",59,56,0.76323327163477,1
"GO:0070064","MF","proline-rich region binding",18,17,0.834096703846067,1
"GO:0070069","CC","cytochrome complex",32,32,0.241238880776708,1
"GO:0070070","BP","proton-transporting V-type ATPase complex assembly",7,7,0.737740619462542,1
"GO:0070071","BP","proton-transporting two-sector ATPase complex assembly",15,14,0.867145734116979,1
"GO:0070072","BP","vacuolar proton-transporting V-type ATPase complex assembly",5,5,0.80012273828777,1
"GO:0070075","BP","tear secretion",3,3,0.876683221962432,1
"GO:0070080","MF","titin Z domain binding",2,2,0.916366296313878,1
"GO:0070081","CC","clathrin-sculpted monoamine transport vesicle",5,5,0.794765938298349,1
"GO:0070083","CC","clathrin-sculpted monoamine transport vesicle membrane",5,5,0.794765938298349,1
"GO:0070085","BP","glycosylation",200,193,0.37770398078188,1
"GO:0070086","BP","ubiquitin-dependent endocytosis",8,8,0.716231078006504,1
"GO:0070087","MF","chromo shadow domain binding",5,5,0.809115090961483,1
"GO:0070089","MF","chloride-activated potassium channel activity",1,1,0.957904407817241,1
"GO:0070091","BP","glucagon secretion",8,8,0.707455096354457,1
"GO:0070092","BP","regulation of glucagon secretion",8,8,0.707455096354457,1
"GO:0070093","BP","negative regulation of glucagon secretion",3,3,0.876813659680198,1
"GO:0070094","BP","positive regulation of glucagon secretion",2,2,0.917128683768399,1
"GO:0070095","MF","fructose-6-phosphate binding",4,4,0.843467360900032,1
"GO:0070097","MF","delta-catenin binding",11,11,0.627839585170165,1
"GO:0070098","BP","chemokine-mediated signaling pathway",83,81,0.276752231978345,1
"GO:0070099","BP","regulation of chemokine-mediated signaling pathway",11,10,0.918948414201475,1
"GO:0070100","BP","negative regulation of chemokine-mediated signaling pathway",8,7,0.953551497078228,1
"GO:0070101","BP","positive regulation of chemokine-mediated signaling pathway",3,3,0.879834858471248,1
"GO:0070102","BP","interleukin-6-mediated signaling pathway",28,27,0.642292131126561,1
"GO:0070103","BP","regulation of interleukin-6-mediated signaling pathway",13,12,0.868075336436758,1
"GO:0070104","BP","negative regulation of interleukin-6-mediated signaling pathway",10,9,0.908508966616993,1
"GO:0070105","BP","positive regulation of interleukin-6-mediated signaling pathway",3,3,0.880486454963819,1
"GO:0070106","BP","interleukin-27-mediated signaling pathway",8,8,0.706792349234009,1
"GO:0070110","CC","ciliary neurotrophic factor receptor complex",3,3,0.880638626533955,1
"GO:0070119","MF","ciliary neurotrophic factor binding",1,1,0.960302175353895,1
"GO:0070120","BP","ciliary neurotrophic factor-mediated signaling pathway",5,5,0.80666479115423,1
"GO:0070123","MF","transforming growth factor beta receptor activity, type III",1,1,0.960271422655072,1
"GO:0070124","BP","mitochondrial translational initiation",2,2,0.919427619839693,1
"GO:0070125","BP","mitochondrial translational elongation",4,4,0.8393588562308,1
"GO:0070126","BP","mitochondrial translational termination",4,4,0.843673493630294,1
"GO:0070127","BP","tRNA aminoacylation for mitochondrial protein translation",8,8,0.708413748958562,1
"GO:0070129","BP","regulation of mitochondrial translation",22,17,0.999742632226854,1
"GO:0070130","BP","negative regulation of mitochondrial translation",1,1,0.959029615348473,1
"GO:0070131","BP","positive regulation of mitochondrial translation",14,11,0.997600454495331,1
"GO:0070137","MF","ubiquitin-like protein-specific endopeptidase activity",5,5,0.81165529032815,1
"GO:0070139","MF","SUMO-specific endopeptidase activity",5,5,0.81165529032815,1
"GO:0070141","BP","response to UV-A",13,13,0.571352044312588,1
"GO:0070142","BP","synaptic vesicle budding",13,13,0.57768393879186,1
"GO:0070143","BP","mitochondrial alanyl-tRNA aminoacylation",1,1,0.959913130560655,1
"GO:0070145","BP","mitochondrial asparaginyl-tRNA aminoacylation",1,1,0.958939372028598,1
"GO:0070150","BP","mitochondrial glycyl-tRNA aminoacylation",1,1,0.960095509814778,1
"GO:0070158","BP","mitochondrial seryl-tRNA aminoacylation",1,1,0.955399711756305,1
"GO:0070159","BP","mitochondrial threonyl-tRNA aminoacylation",1,1,0.955546940022709,1
"GO:0070160","CC","tight junction",129,125,0.371644245936308,1
"GO:0070161","CC","anchoring junction",882,861,0.00270869456394469,0.140087309448245
"GO:0070162","BP","adiponectin secretion",7,7,0.732879615195644,1
"GO:0070163","BP","regulation of adiponectin secretion",7,7,0.732879615195644,1
"GO:0070164","BP","negative regulation of adiponectin secretion",4,4,0.844394142309589,1
"GO:0070165","BP","positive regulation of adiponectin secretion",3,3,0.867515284672276,1
"GO:0070166","BP","enamel mineralization",20,20,0.419932018899758,1
"GO:0070167","BP","regulation of biomineral tissue development",99,98,0.074160910891861,1
"GO:0070168","BP","negative regulation of biomineral tissue development",29,29,0.2766891988558,1
"GO:0070169","BP","positive regulation of biomineral tissue development",52,51,0.356558394335885,1
"GO:0070170","BP","regulation of tooth mineralization",11,11,0.607107016458803,1
"GO:0070171","BP","negative regulation of tooth mineralization",1,1,0.953757911555731,1
"GO:0070172","BP","positive regulation of tooth mineralization",7,7,0.729954610735021,1
"GO:0070173","BP","regulation of enamel mineralization",8,8,0.691412819817096,1
"GO:0070175","BP","positive regulation of enamel mineralization",5,5,0.79289110875702,1
"GO:0070176","CC","DRM complex",1,0,1,1
"GO:0070178","BP","D-serine metabolic process",2,2,0.911285647262083,1
"GO:0070179","BP","D-serine biosynthetic process",1,1,0.954078454321765,1
"GO:0070180","MF","large ribosomal subunit rRNA binding",6,5,0.974185455571038,1
"GO:0070181","MF","small ribosomal subunit rRNA binding",8,7,0.955183820779881,1
"GO:0070182","MF","DNA polymerase binding",22,22,0.392382731703314,1
"GO:0070183","BP","mitochondrial tryptophanyl-tRNA aminoacylation",1,1,0.954795224556089,1
"GO:0070184","BP","mitochondrial tyrosyl-tRNA aminoacylation",1,1,0.95981451219869,1
"GO:0070187","CC","shelterin complex",7,7,0.740466784398861,1
"GO:0070189","BP","kynurenine metabolic process",10,10,0.628395294606373,1
"GO:0070192","BP","chromosome organization involved in meiotic cell cycle",64,63,0.234392789203857,1
"GO:0070193","BP","synaptonemal complex organization",27,27,0.304525963474469,1
"GO:0070194","BP","synaptonemal complex disassembly",2,2,0.919345217094237,1
"GO:0070195","CC","growth hormone receptor complex",1,1,0.960464548546108,1
"GO:0070197","BP","meiotic attachment of telomere to nuclear envelope",5,5,0.80838900253571,1
"GO:0070198","BP","protein localization to chromosome, telomeric region",13,12,0.898365770191653,1
"GO:0070199","BP","establishment of protein localization to chromosome",22,21,0.765095183550439,1
"GO:0070200","BP","establishment of protein localization to telomere",12,11,0.913665407763309,1
"GO:0070201","BP","regulation of establishment of protein localization",538,522,0.0836441952348261,1
"GO:0070202","BP","regulation of establishment of protein localization to chromosome",7,6,0.967943635563545,1
"GO:0070203","BP","regulation of establishment of protein localization to telomere",6,5,0.976032990101136,1
"GO:0070206","BP","protein trimerization",18,18,0.455237465226795,1
"GO:0070207","BP","protein homotrimerization",15,15,0.515469064387748,1
"GO:0070208","BP","protein heterotrimerization",1,1,0.960170702823577,1
"GO:0070210","CC","Rpd3L-Expanded complex",2,2,0.922185388137308,1
"GO:0070212","BP","protein poly-ADP-ribosylation",15,15,0.517942468465761,1
"GO:0070213","BP","protein auto-ADP-ribosylation",11,11,0.621897723648097,1
"GO:0070221","BP","sulfide oxidation, using sulfide:quinone oxidoreductase",3,3,0.876883991281722,1
"GO:0070224","MF","sulfide:quinone oxidoreductase activity",1,1,0.960206912044973,1
"GO:0070227","BP","lymphocyte apoptotic process",83,81,0.311863863479694,1
"GO:0070228","BP","regulation of lymphocyte apoptotic process",61,59,0.518645645541878,1
"GO:0070229","BP","negative regulation of lymphocyte apoptotic process",37,36,0.533723080971286,1
"GO:0070230","BP","positive regulation of lymphocyte apoptotic process",20,19,0.785750001629386,1
"GO:0070231","BP","T cell apoptotic process",60,58,0.526575115598438,1
"GO:0070232","BP","regulation of T cell apoptotic process",42,40,0.738156327789768,1
"GO:0070233","BP","negative regulation of T cell apoptotic process",24,23,0.733015379695479,1
"GO:0070234","BP","positive regulation of T cell apoptotic process",16,15,0.845948638710943,1
"GO:0070235","BP","regulation of activation-induced cell death of T cells",4,4,0.847827596229639,1
"GO:0070236","BP","negative regulation of activation-induced cell death of T cells",2,2,0.921149678048314,1
"GO:0070237","BP","positive regulation of activation-induced cell death of T cells",1,1,0.959400933002812,1
"GO:0070238","BP","activated T cell autonomous cell death",1,0,1,1
"GO:0070239","BP","regulation of activated T cell autonomous cell death",1,0,1,1
"GO:0070241","BP","positive regulation of activated T cell autonomous cell death",1,0,1,1
"GO:0070242","BP","thymocyte apoptotic process",21,21,0.411817537233133,1
"GO:0070243","BP","regulation of thymocyte apoptotic process",15,15,0.53673184813502,1
"GO:0070244","BP","negative regulation of thymocyte apoptotic process",10,10,0.660496083450612,1
"GO:0070245","BP","positive regulation of thymocyte apoptotic process",5,5,0.812681090877356,1
"GO:0070246","BP","natural killer cell apoptotic process",1,1,0.95553681423682,1
"GO:0070247","BP","regulation of natural killer cell apoptotic process",1,1,0.95553681423682,1
"GO:0070251","MF","pristanate-CoA ligase activity",2,2,0.920520035819305,1
"GO:0070252","BP","actin-mediated cell contraction",120,120,0.00574502552505729,0.247599335374038
"GO:0070253","BP","somatostatin secretion",4,4,0.838060685386921,1
"GO:0070254","BP","mucus secretion",16,16,0.512016145651384,1
"GO:0070255","BP","regulation of mucus secretion",8,8,0.718528772083716,1
"GO:0070256","BP","negative regulation of mucus secretion",2,2,0.9207079780861,1
"GO:0070257","BP","positive regulation of mucus secretion",5,5,0.813731551040764,1
"GO:0070259","MF","tyrosyl-DNA phosphodiesterase activity",2,1,0.997935319524637,1
"GO:0070260","MF","5'-tyrosyl-DNA phosphodiesterase activity",1,0,1,1
"GO:0070262","BP","peptidyl-serine dephosphorylation",3,3,0.885079496173713,1
"GO:0070266","BP","necroptotic process",44,40,0.959801649550655,1
"GO:0070268","BP","cornification",7,7,0.725147246635866,1
"GO:0070269","BP","pyroptotic inflammatory response",46,45,0.394078152258903,1
"GO:0070273","MF","phosphatidylinositol-4-phosphate binding",31,30,0.613147368552233,1
"GO:0070274","CC","RES complex",1,1,0.959643132589821,1
"GO:0070278","BP","extracellular matrix constituent secretion",11,11,0.619290266426475,1
"GO:0070279","MF","vitamin B6 binding",53,53,0.0980455277580293,1
"GO:0070280","MF","pyridoxal binding",1,1,0.952597280656161,1
"GO:0070285","BP","pigment cell development",1,1,0.960199269288029,1
"GO:0070286","BP","axonemal dynein complex assembly",41,41,0.172594213609924,1
"GO:0070287","MF","ferritin receptor activity",1,1,0.957880968323548,1
"GO:0070288","CC","ferritin complex",2,2,0.917812560613663,1
"GO:0070290","MF","N-acylphosphatidylethanolamine-specific phospholipase D activity",1,1,0.958497544947243,1
"GO:0070291","BP","N-acylethanolamine metabolic process",5,5,0.806619075353168,1
"GO:0070292","BP","N-acylphosphatidylethanolamine metabolic process",9,9,0.664647436340537,1
"GO:0070293","BP","renal absorption",44,43,0.441017196353646,1
"GO:0070294","BP","renal sodium ion absorption",19,19,0.4501462784465,1
"GO:0070295","BP","renal water absorption",6,5,0.975651012315508,1
"GO:0070296","BP","sarcoplasmic reticulum calcium ion transport",48,48,0.121387383697073,1
"GO:0070300","MF","phosphatidic acid binding",26,26,0.337951219954114,1
"GO:0070301","BP","cellular response to hydrogen peroxide",69,66,0.672435115929706,1
"GO:0070302","BP","regulation of stress-activated protein kinase signaling cascade",37,35,0.796213865316379,1
"GO:0070303","BP","negative regulation of stress-activated protein kinase signaling cascade",9,8,0.948365261593956,1
"GO:0070304","BP","positive regulation of stress-activated protein kinase signaling cascade",20,19,0.792700592132213,1
"GO:0070305","BP","response to cGMP",8,8,0.712936403105879,1
"GO:0070306","BP","lens fiber cell differentiation",40,40,0.183938489778411,1
"GO:0070307","BP","lens fiber cell development",15,15,0.524687930081089,1
"GO:0070309","BP","lens fiber cell morphogenesis",7,7,0.736209530795676,1
"GO:0070310","CC","ATR-ATRIP complex",2,2,0.918057057038899,1
"GO:0070314","BP","G1 to G0 transition",20,19,0.79763005684771,1
"GO:0070315","BP","G1 to G0 transition involved in cell differentiation",6,6,0.77491987228472,1
"GO:0070316","BP","regulation of G0 to G1 transition",35,34,0.573918542516309,1
"GO:0070317","BP","negative regulation of G0 to G1 transition",5,4,0.983929697244883,1
"GO:0070318","BP","positive regulation of G0 to G1 transition",5,5,0.807013708154568,1
"GO:0070320","MF","inward rectifier potassium channel inhibitor activity",1,1,0.960446093610915,1
"GO:0070324","MF","thyroid hormone binding",5,5,0.80586145643292,1
"GO:0070325","MF","lipoprotein particle receptor binding",31,31,0.264726072489259,1
"GO:0070326","MF","very-low-density lipoprotein particle receptor binding",4,4,0.848759633990018,1
"GO:0070327","BP","thyroid hormone transport",10,10,0.643103788066418,1
"GO:0070328","BP","triglyceride homeostasis",45,43,0.690679834129912,1
"GO:0070330","MF","aromatase activity",2,2,0.904440728210229,1
"GO:0070335","MF","aspartate binding",1,1,0.959917995750555,1
"GO:0070336","MF","flap-structured DNA binding",2,2,0.918165862913421,1
