"","ONTOLOGY","TERM","N","DE","P.DE","FDR"
"GO:0070337","MF","3'-flap-structured DNA binding",1,1,0.958130476844846,1
"GO:0070339","BP","response to bacterial lipopeptide",11,11,0.597508961799141,1
"GO:0070340","BP","detection of bacterial lipopeptide",3,3,0.870492075923175,1
"GO:0070341","BP","fat cell proliferation",17,17,0.48355833319262,1
"GO:0070342","BP","brown fat cell proliferation",2,2,0.921741223586141,1
"GO:0070343","BP","white fat cell proliferation",6,6,0.77498154185366,1
"GO:0070344","BP","regulation of fat cell proliferation",10,10,0.650523498515575,1
"GO:0070345","BP","negative regulation of fat cell proliferation",5,5,0.800443900316904,1
"GO:0070346","BP","positive regulation of fat cell proliferation",4,4,0.846712768109907,1
"GO:0070350","BP","regulation of white fat cell proliferation",3,3,0.881523013960238,1
"GO:0070352","BP","positive regulation of white fat cell proliferation",2,2,0.918606346711554,1
"GO:0070358","BP","actin polymerization-dependent cell motility",7,7,0.744313563309659,1
"GO:0070365","BP","hepatocyte differentiation",15,15,0.528605679501881,1
"GO:0070366","BP","regulation of hepatocyte differentiation",2,2,0.914344453906369,1
"GO:0070367","BP","negative regulation of hepatocyte differentiation",1,1,0.956987352144348,1
"GO:0070368","BP","positive regulation of hepatocyte differentiation",1,1,0.955427675027016,1
"GO:0070369","CC","beta-catenin-TCF7L2 complex",3,3,0.883542044395308,1
"GO:0070370","BP","cellular heat acclimation",4,4,0.847142653855667,1
"GO:0070371","BP","ERK1 and ERK2 cascade",322,314,0.0649729993896474,1
"GO:0070372","BP","regulation of ERK1 and ERK2 cascade",294,288,0.0296906763088392,0.789118579526343
"GO:0070373","BP","negative regulation of ERK1 and ERK2 cascade",77,76,0.157094340225011,1
"GO:0070374","BP","positive regulation of ERK1 and ERK2 cascade",199,194,0.136739048412359,1
"GO:0070375","BP","ERK5 cascade",6,6,0.765961239488018,1
"GO:0070376","BP","regulation of ERK5 cascade",4,4,0.833327205104233,1
"GO:0070378","BP","positive regulation of ERK5 cascade",2,2,0.911898710091815,1
"GO:0070381","CC","endosome to plasma membrane transport vesicle",3,3,0.885394577552298,1
"GO:0070382","CC","exocytic vesicle",239,233,0.129224415175495,1
"GO:0070383","BP","DNA cytosine deamination",9,9,0.642709227343876,1
"GO:0070384","BP","Harderian gland development",4,4,0.84643691631877,1
"GO:0070390","CC","transcription export complex 2",4,3,0.989866910109599,1
"GO:0070391","BP","response to lipoteichoic acid",10,9,0.933017759357885,1
"GO:0070392","BP","detection of lipoteichoic acid",1,1,0.954533616833914,1
"GO:0070401","MF","NADP+ binding",3,3,0.879193714439564,1
"GO:0070402","MF","NADPH binding",16,15,0.850778481816948,1
"GO:0070403","MF","NAD+ binding",17,17,0.482270101287187,1
"GO:0070404","MF","NADH binding",3,3,0.875983120993167,1
"GO:0070407","BP","oxidation-dependent protein catabolic process",1,1,0.959887220065607,1
"GO:0070408","BP","carbamoyl phosphate metabolic process",1,1,0.959747690480767,1
"GO:0070409","BP","carbamoyl phosphate biosynthetic process",1,1,0.959747690480767,1
"GO:0070410","MF","co-SMAD binding",9,8,0.951562055502938,1
"GO:0070411","MF","I-SMAD binding",16,15,0.862958330263262,1
"GO:0070412","MF","R-SMAD binding",27,26,0.694636757125029,1
"GO:0070417","BP","cellular response to cold",15,14,0.869795133664018,1
"GO:0070418","CC","DNA-dependent protein kinase complex",5,5,0.8081637684551,1
"GO:0070419","CC","nonhomologous end joining complex",9,9,0.678659336646958,1
"GO:0070421","CC","DNA ligase III-XRCC1 complex",1,1,0.960335736830808,1
"GO:0070424","BP","regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway",14,14,0.550995107026775,1
"GO:0070425","BP","negative regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway",4,4,0.840693254442256,1
"GO:0070426","BP","positive regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway",7,7,0.745971991285926,1
"GO:0070427","BP","nucleotide-binding oligomerization domain containing 1 signaling pathway",8,7,0.956844062346402,1
"GO:0070428","BP","regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway",4,4,0.84579729317488,1
"GO:0070429","BP","negative regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway",1,1,0.960445486307573,1
"GO:0070430","BP","positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway",3,3,0.880600648858922,1
"GO:0070431","BP","nucleotide-binding oligomerization domain containing 2 signaling pathway",20,19,0.792625747759509,1
"GO:0070432","BP","regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway",10,10,0.655146979613789,1
"GO:0070433","BP","negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway",4,4,0.840693254442256,1
"GO:0070434","BP","positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway",6,6,0.779249871205782,1
"GO:0070435","CC","Shc-EGFR complex",2,2,0.922033001476608,1
"GO:0070436","CC","Grb2-EGFR complex",2,2,0.922138112667885,1
"GO:0070442","CC","integrin alphaIIb-beta3 complex",3,3,0.879983917816645,1
"GO:0070443","CC","Mad-Max complex",2,2,0.920206837802839,1
"GO:0070444","BP","oligodendrocyte progenitor proliferation",7,6,0.969110345249991,1
"GO:0070445","BP","regulation of oligodendrocyte progenitor proliferation",6,6,0.782649864625519,1
"GO:0070446","BP","negative regulation of oligodendrocyte progenitor proliferation",1,1,0.960247843974231,1
"GO:0070447","BP","positive regulation of oligodendrocyte progenitor proliferation",2,2,0.921515433058984,1
"GO:0070449","CC","elongin complex",5,5,0.806835389575565,1
"GO:0070453","BP","regulation of heme biosynthetic process",4,3,0.989335894296124,1
"GO:0070455","BP","positive regulation of heme biosynthetic process",2,2,0.918305487862685,1
"GO:0070458","BP","cellular detoxification of nitrogen compound",5,5,0.789930038744282,1
"GO:0070459","BP","prolactin secretion",5,5,0.807835658779812,1
"GO:0070460","BP","thyroid-stimulating hormone secretion",2,2,0.922035440319966,1
"GO:0070461","CC","SAGA-type complex",36,35,0.554664243416273,1
"GO:0070462","BP","plus-end specific microtubule depolymerization",1,1,0.958424978741277,1
"GO:0070463","MF","tubulin-dependent ATPase activity",1,1,0.955559588420706,1
"GO:0070471","BP","uterine smooth muscle contraction",9,8,0.950445556546823,1
"GO:0070472","BP","regulation of uterine smooth muscle contraction",9,8,0.950445556546823,1
"GO:0070473","BP","negative regulation of uterine smooth muscle contraction",1,1,0.959468073611681,1
"GO:0070474","BP","positive regulation of uterine smooth muscle contraction",7,7,0.747262027438153,1
"GO:0070475","BP","rRNA base methylation",9,9,0.678323513871352,1
"GO:0070476","BP","rRNA (guanine-N7)-methylation",2,2,0.914190688224732,1
"GO:0070478","BP","nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay",3,3,0.880266178878726,1
"GO:0070481","BP","nuclear-transcribed mRNA catabolic process, non-stop decay",1,1,0.956679082754619,1
"GO:0070482","BP","response to oxygen levels",329,318,0.270321948248778,1
"GO:0070483","BP","detection of hypoxia",2,2,0.922110552897131,1
"GO:0070486","BP","leukocyte aggregation",12,11,0.910114881432081,1
"GO:0070487","BP","monocyte aggregation",5,4,0.982696342283251,1
"GO:0070488","BP","neutrophil aggregation",2,2,0.915450166398138,1
"GO:0070489","BP","T cell aggregation",1,1,0.960441152004385,1
"GO:0070492","MF","oligosaccharide binding",17,16,0.815263880562758,1
"GO:0070493","BP","thrombin-activated receptor signaling pathway",15,15,0.529654381907836,1
"GO:0070494","BP","regulation of thrombin-activated receptor signaling pathway",5,5,0.810384626934283,1
"GO:0070495","BP","negative regulation of thrombin-activated receptor signaling pathway",5,5,0.810384626934283,1
"GO:0070498","BP","interleukin-1-mediated signaling pathway",39,38,0.497417451568108,1
"GO:0070506","MF","high-density lipoprotein particle receptor activity",2,2,0.917216434975108,1
"GO:0070507","BP","regulation of microtubule cytoskeleton organization",161,156,0.32990414040902,1
"GO:0070508","BP","cholesterol import",11,11,0.618102673210531,1
"GO:0070509","BP","calcium ion import",84,82,0.296837817141379,1
"GO:0070513","MF","death domain binding",9,9,0.680283527282239,1
"GO:0070516","CC","CAK-ERCC2 complex",4,4,0.846430515744966,1
"GO:0070522","CC","ERCC4-ERCC1 complex",4,4,0.84936377337954,1
"GO:0070523","MF","11-beta-hydroxysteroid dehydrogenase (NAD+) activity",1,1,0.954421465488141,1
"GO:0070524","MF","11-beta-hydroxysteroid dehydrogenase (NADP+) activity",2,2,0.919969102502099,1
"GO:0070525","BP","tRNA threonylcarbamoyladenosine metabolic process",15,14,0.872916005592295,1
"GO:0070527","BP","platelet aggregation",75,74,0.170126713955544,1
"GO:0070528","BP","protein kinase C signaling",9,9,0.685743020880631,1
"GO:0070530","MF","K63-linked polyubiquitin modification-dependent protein binding",23,21,0.931384458850375,1
"GO:0070531","CC","BRCA1-A complex",7,7,0.737638494741652,1
"GO:0070532","CC","BRCA1-B complex",4,4,0.844885900643251,1
"GO:0070533","CC","BRCA1-C complex",6,6,0.769850156088425,1
"GO:0070534","BP","protein K63-linked ubiquitination",82,79,0.542956521818584,1
"GO:0070536","BP","protein K63-linked deubiquitination",24,23,0.729993236686663,1
"GO:0070538","MF","oleic acid binding",2,2,0.919638864940497,1
"GO:0070539","MF","linoleic acid binding",1,1,0.960117267602552,1
"GO:0070541","BP","response to platinum ion",4,4,0.845683897854341,1
"GO:0070542","BP","response to fatty acid",61,61,0.0692116333937391,1
"GO:0070543","BP","response to linoleic acid",3,3,0.875822795066571,1
"GO:0070545","CC","PeBoW complex",3,1,0.99990920210677,1
"GO:0070548","MF","L-glutamine aminotransferase activity",3,3,0.882514427380914,1
"GO:0070551","MF","endoribonuclease activity, cleaving siRNA-paired mRNA",1,1,0.960455065189006,1
"GO:0070552","CC","BRISC complex",5,5,0.804401313332119,1
"GO:0070553","MF","nicotinic acid receptor activity",1,1,0.93985162117612,1
"GO:0070554","CC","synaptobrevin 2-SNAP-25-syntaxin-3-complexin complex",2,2,0.918531456892992,1
"GO:0070555","BP","response to interleukin-1",118,115,0.244513334490524,1
"GO:0070557","CC","PCNA-p21 complex",2,2,0.92000899987905,1
"GO:0070560","BP","protein secretion by platelet",1,1,0.955383188362828,1
"GO:0070561","BP","vitamin D receptor signaling pathway",15,15,0.530363143127872,1
"GO:0070562","BP","regulation of vitamin D receptor signaling pathway",10,10,0.65342895912671,1
"GO:0070563","BP","negative regulation of vitamin D receptor signaling pathway",2,2,0.917834946798681,1
"GO:0070564","BP","positive regulation of vitamin D receptor signaling pathway",6,6,0.776642326086618,1
"GO:0070566","MF","adenylyltransferase activity",29,27,0.882796351359375,1
"GO:0070567","MF","cytidylyltransferase activity",8,7,0.95667388044269,1
"GO:0070568","MF","guanylyltransferase activity",7,7,0.73647022716959,1
"GO:0070569","MF","uridylyltransferase activity",7,7,0.744560404957186,1
"GO:0070570","BP","regulation of neuron projection regeneration",31,31,0.268061796590523,1
"GO:0070571","BP","negative regulation of neuron projection regeneration",16,16,0.512259911461273,1
"GO:0070572","BP","positive regulation of neuron projection regeneration",8,8,0.706640853545856,1
"GO:0070573","MF","metallodipeptidase activity",9,9,0.685492365605714,1
"GO:0070574","BP","cadmium ion transmembrane transport",6,6,0.769652263456483,1
"GO:0070576","MF","vitamin D 24-hydroxylase activity",3,3,0.869738459453105,1
"GO:0070578","CC","RISC-loading complex",8,8,0.717666276758609,1
"GO:0070579","MF","DNA 5-methylcytosine dioxygenase activity",3,3,0.885772633916315,1
"GO:0070585","BP","protein localization to mitochondrion",67,61,0.973638500542561,1
"GO:0070586","BP","cell-cell adhesion involved in gastrulation",11,11,0.631674007217862,1
"GO:0070587","BP","regulation of cell-cell adhesion involved in gastrulation",10,10,0.658069162976894,1
"GO:0070588","BP","calcium ion transmembrane transport",325,320,0.00541325818929274,0.237491846308691
"GO:0070593","BP","dendrite self-avoidance",16,16,0.504998046219403,1
"GO:0070601","BP","centromeric sister chromatid cohesion",11,11,0.624073112308451,1
"GO:0070602","BP","regulation of centromeric sister chromatid cohesion",4,4,0.838889209668194,1
"GO:0070603","CC","SWI/SNF superfamily-type complex",93,90,0.462044264604017,1
"GO:0070611","MF","histone H3R2 methyltransferase activity",2,2,0.914193521971032,1
"GO:0070612","MF","histone H2AR3 methyltransferase activity",1,1,0.958674848548645,1
"GO:0070613","BP","regulation of protein processing",60,58,0.527298045054903,1
"GO:0070618","CC","Grb2-Sos complex",1,1,0.959008029045733,1
"GO:0070622","CC","UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase complex",1,1,0.958968244290308,1
"GO:0070625","BP","zymogen granule exocytosis",1,1,0.958316655858911,1
"GO:0070626","MF","(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity",1,1,0.959948720563727,1
"GO:0070628","MF","proteasome binding",18,17,0.828688535183254,1
"GO:0070633","BP","transepithelial transport",39,38,0.505042190057866,1
"GO:0070634","BP","transepithelial ammonium transport",4,4,0.841040311746308,1
"GO:0070637","BP","pyridine nucleoside metabolic process",1,1,0.955349519224946,1
"GO:0070638","BP","pyridine nucleoside catabolic process",1,1,0.955349519224946,1
"GO:0070640","BP","vitamin D3 metabolic process",8,8,0.68176823497681,1
"GO:0070644","MF","vitamin D response element binding",3,3,0.884802652102496,1
"GO:0070646","BP","protein modification by small protein removal",117,109,0.94121490543291,1
"GO:0070647","BP","protein modification by small protein conjugation or removal",891,852,0.641180360074379,1
"GO:0070649","BP","formin-nucleated actin cable assembly",3,3,0.884656099595609,1
"GO:0070650","BP","actin filament bundle distribution",1,1,0.960376272967474,1
"GO:0070651","BP","nonfunctional rRNA decay",1,1,0.956679082754619,1
"GO:0070652","CC","HAUS complex",7,6,0.963440190598323,1
"GO:0070653","MF","high-density lipoprotein particle receptor binding",3,3,0.868258056323349,1
"GO:0070654","BP","sensory epithelium regeneration",1,1,0.947425810967503,1
"GO:0070661","BP","leukocyte proliferation",337,326,0.219379361338371,1
"GO:0070662","BP","mast cell proliferation",8,8,0.71595137272375,1
"GO:0070663","BP","regulation of leukocyte proliferation",270,262,0.173984235662259,1
"GO:0070664","BP","negative regulation of leukocyte proliferation",97,95,0.202584463169959,1
"GO:0070665","BP","positive regulation of leukocyte proliferation",164,158,0.437892460326748,1
"GO:0070666","BP","regulation of mast cell proliferation",8,8,0.71595137272375,1
"GO:0070667","BP","negative regulation of mast cell proliferation",3,3,0.880175630926219,1
"GO:0070668","BP","positive regulation of mast cell proliferation",5,5,0.813369723558036,1
"GO:0070669","BP","response to interleukin-2",13,13,0.573428237952414,1
"GO:0070670","BP","response to interleukin-4",35,35,0.225789220156242,1
"GO:0070671","BP","response to interleukin-12",12,11,0.915077783610564,1
